商品名,一般名詞,大分類,中分類,小分類（カテゴリ）,小分類（商品）,キーワード,店舗,価格（税込）,価格（税抜）,価格テキスト,JANコード,メーカー,在庫,画像URL,登録日時
京とうふ藤野 京都湯とうふ 400g,豆腐,食料品,豆腐・納豆・こんにゃく,豆腐,豆腐,"['豆腐', '湯豆腐', '京とうふ', '惣菜']",東急ストア ネットスーパー,158.0,158.0,本体¥158.0 / 税込¥158.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4907637382812.jpg,2025-12-27T20:38:57.879653+00:00
京とうふ藤野 京の生ゆば 1枚入,ゆば,食料品,豆腐・納豆・こんにゃく,豆腐・油揚げ,豆腐・油揚げ,"['ゆば', '豆腐', '京とうふ', '生ゆば']",東急ストア ネットスーパー,279.0,258.0,本体¥258.0 / 税込¥279.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4907637004967.jpg,2025-12-27T20:37:40.813771+00:00
タイシ 日光国産油あげ 2枚入,油揚げ,食料品,豆腐・納豆・漬物,油揚げ,油揚げ,"['油揚げ', '大豆製品', '豆腐', '和食', '惣菜']",東急ストア ネットスーパー,148.0,148.0,本体¥148.0 / 税込¥148.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4904540153027.jpg,2025-12-27T20:38:22.300446+00:00
あづま食品 国産大きなひきわり 40g×3,納豆,食料品,豆腐・納豆・漬物,納豆,納豆,"['納豆', 'ひきわり納豆', '大豆', '国産']",東急ストア ネットスーパー,168.0,168.0,本体¥168.0 / 税込¥168.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4970030036613.jpg,2025-12-27T20:39:37.03789+00:00
あづま食品 国産大きなひきわり 40g×3,納豆,食料品,豆腐・納豆・漬物,納豆,納豆,"['納豆', 'ひきわり納豆', '大豆', 'あづま食品']",東急ストア ネットスーパー,168.0,168.0,本体¥168.0 / 税込¥168.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4970030036613.jpg,2025-12-27T20:39:37.376159+00:00
みやけ食品 玉子とうふ 70g×3,玉子とうふ,食料品,豆腐・納豆・漬物,豆腐,豆腐,"['玉子とうふ', '豆腐', '惣菜', '加工食品']",東急ストア ネットスーパー,198.0,198.0,本体¥198.0 / 税込¥198.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4977910611830.jpg,2025-12-27T20:38:55.337373+00:00
アサヒコ 豆腐バー 日高昆布と大豆 1本入,豆腐,食料品,豆腐・納豆・漬物,豆腐,豆腐,"['豆腐', '大豆', '昆布', '惣菜', 'ヘルシー']",東急ストア ネットスーパー,178.0,178.0,本体¥178.0 / 税込¥178.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4906623132271.jpg,2025-12-27T20:40:12.997586+00:00
タイシ 一丁寄せきぬとうふ 380g,豆腐,食料品,豆腐・納豆・漬物,豆腐,豆腐,"['豆腐', 'きぬ', 'とうふ', '大豆製品']",東急ストア ネットスーパー,98.0,98.0,本体¥98.0 / 税込¥98.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4904540122078.jpg,2025-12-27T20:40:21.654155+00:00
タイシ 一丁寄せもめんとうふ 380g,豆腐,食料品,豆腐・納豆・漬物,豆腐,豆腐,"['豆腐', 'もめんとうふ', '大豆', '食品']",東急ストア ネットスーパー,98.0,98.0,本体¥98.0 / 税込¥98.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4904540122061.jpg,2025-12-27T20:40:20.621503+00:00
タイシ 北の大豆 2連きぬ 180g×2,豆腐,食料品,豆腐・納豆・漬物,豆腐,豆腐,"['大豆', '豆腐', 'きぬ', 'ヘルシー', 'タンパク質']",東急ストア ネットスーパー,198.0,198.0,本体¥198.0 / 税込¥198.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4904540128391.jpg,2025-12-27T20:40:06.129097+00:00
タイシ 北の大豆 2連きぬ 180g×2,豆腐,食料品,豆腐・納豆・漬物,豆腐,豆腐,"['大豆', '豆腐', 'きぬ', '2連', '180g']",東急ストア ネットスーパー,198.0,198.0,本体¥198.0 / 税込¥198.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4904540128391.jpg,2025-12-27T20:40:06.496488+00:00
タイシ 北の大豆 2連もめん 180g×2,豆腐,食料品,豆腐・納豆・漬物,豆腐,豆腐,"['豆腐', '大豆', 'もめん', '惣菜']",東急ストア ネットスーパー,198.0,198.0,本体¥198.0 / 税込¥198.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4904540128384.jpg,2025-12-27T20:40:05.587066+00:00
タイシ 日光名水使用北海道産大豆 きぬ 360g,絹ごし豆腐,食料品,豆腐・納豆・漬物,豆腐,豆腐,"['豆腐', '大豆', '絹', '北海道産']",東急ストア ネットスーパー,160.0,148.0,本体¥148.0 / 税込¥160.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4904540132183.jpg,2025-12-27T20:40:16.863258+00:00
タイシ 日光名水使用北海道産大豆 もめん 360g,豆腐,食料品,豆腐・納豆・漬物,豆腐,豆腐,"['豆腐', '大豆', 'もめん', '北海道産']",東急ストア ネットスーパー,160.0,148.0,本体¥148.0 / 税込¥160.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4904540132176.jpg,2025-12-27T20:40:16.547592+00:00
タイシ 東北そだち 国産もめん 160g×2,木綿豆腐,食料品,豆腐・納豆・漬物,豆腐,豆腐,"['豆腐', '木綿豆腐', '大豆製品', '国産']",東急ストア ネットスーパー,148.0,148.0,本体¥148.0 / 税込¥148.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4904540121620.jpg,2025-12-27T20:40:19.681906+00:00
タカノ おかめ豆腐 濃い絹美人 3コパック,豆腐,食料品,豆腐・納豆・漬物,豆腐,豆腐,"['豆腐', '絹ごし', 'パック', '朝食']",東急ストア ネットスーパー,148.0,148.0,本体¥148.0 / 税込¥148.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4901160103753.jpg,2025-12-27T20:40:06.838806+00:00
タカノ おかめ豆腐 濃い絹美人 3コパック,豆腐,食料品,豆腐・納豆・漬物,豆腐,豆腐,"['豆腐', '絹ごし豆腐', 'パック豆腐', '惣菜']",東急ストア ネットスーパー,148.0,148.0,本体¥148.0 / 税込¥148.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4901160103753.jpg,2025-12-27T20:40:07.245187+00:00
京とうふ藤野 京仕込きぬごし 350g,豆腐,食料品,豆腐・納豆・漬物,豆腐,豆腐,"['豆腐', 'きぬごし', '京とうふ', '藤野']",東急ストア ネットスーパー,198.0,198.0,本体¥198.0 / 税込¥198.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4907637100645.jpg,2025-12-27T20:40:11.25588+00:00
京とうふ藤野 京北野 絹ごし 250g,豆腐,食料品,豆腐・納豆・漬物,豆腐,豆腐,"['豆腐', '絹ごし豆腐', '京とうふ藤野', '冷蔵']",東急ストア ネットスーパー,138.0,138.0,本体¥138.0 / 税込¥138.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4907637215011.jpg,2025-12-27T20:40:14.595481+00:00
日本ビーンズ とうふ屋さんのおから 300g,おから,食料品,豆腐・納豆・漬物,豆腐,豆腐,"['おから', '豆腐', '大豆製品', 'ヘルシー', '健康']",東急ストア ネットスーパー,108.0,108.0,本体¥108.0 / 税込¥108.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4904210460479.jpg,2025-12-27T20:39:18.556722+00:00
日本ビーンズ とうふ屋さんのおから 300g,おから,食料品,豆腐・納豆・漬物,豆腐,豆腐,"['おから', '豆腐', '大豆製品', 'ヘルシー']",東急ストア ネットスーパー,108.0,108.0,本体¥108.0 / 税込¥108.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4904210460479.jpg,2025-12-27T20:39:18.888618+00:00
男前豆腐店 ほっかいどーふ 100g×2,豆腐,食料品,豆腐・納豆・漬物,豆腐,豆腐,"['豆腐', '大豆製品', '冷蔵品', '惣菜']",東急ストア ネットスーパー,108.0,108.0,本体¥108.0 / 税込¥108.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4560279104824.jpg,2025-12-27T20:38:39.468782+00:00
相模屋 うにのようなビヨンドとうふ 95g,豆腐,食料品,豆腐・納豆・漬物,豆腐,豆腐,"['豆腐', 'うに', '代替品', 'ヘルシー', 'プラントベース']",東急ストア ネットスーパー,218.0,218.0,本体¥218.0 / 税込¥218.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4974168101557.jpg,2025-12-27T20:40:15.811436+00:00
タイシ 北の大豆 絹ミニ 180g,絹ごし豆腐,食料品,豆腐・納豆・漬物・練物,豆腐,豆腐,"['大豆', '豆腐', '絹', 'ミニ']",東急ストア ネットスーパー,138.0,138.0,本体¥138.0 / 税込¥138.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4904540122047.jpg,2025-12-27T20:40:18.515318+00:00
京とうふ藤野 けんこう仕込豆乳 140g,豆乳,食料品,豆腐・納豆・練り物,豆腐,豆腐,"['豆乳', '豆腐', '健康', '飲料']",東急ストア ネットスーパー,160.0,148.0,本体¥148.0 / 税込¥160.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4907637004936.jpg,2025-12-27T20:37:39.60204+00:00
Vマーク 国産大豆 木綿豆腐 350g,豆腐,食料品,豆腐類,豆腐,豆腐,"['木綿豆腐', '国産大豆', '豆腐', 'ヘルシー', '和食']",東急ストア ネットスーパー,138.0,128.0,本体¥128.0 / 税込¥138.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486269388.jpg,2025-12-27T20:35:35.552555+00:00
Vマーク 国産大豆 木綿豆腐 350g,豆腐,食料品,豆腐類,豆腐,豆腐,"['豆腐', '木綿豆腐', '国産大豆', 'ヘルシー', '和食']",東急ストア ネットスーパー,138.0,128.0,本体¥128.0 / 税込¥138.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486269388.jpg,2025-12-27T20:35:35.962762+00:00
Vマーク 国産大豆 焼豆腐 300g,豆腐,食料品,豆腐類,豆腐,豆腐,"['豆腐', '焼豆腐', '大豆', '国産']",東急ストア ネットスーパー,203.0,188.0,本体¥188.0 / 税込¥203.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486269326.jpg,2025-12-27T20:35:33.897357+00:00
Vマーク 国産大豆 焼豆腐 300g,豆腐,食料品,豆腐類,豆腐,豆腐,"['焼豆腐', '大豆', '国産', 'ヘルシー', '和食']",東急ストア ネットスーパー,203.0,188.0,本体¥188.0 / 税込¥203.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486269326.jpg,2025-12-27T20:35:34.246542+00:00
Vマーク 国産大豆 絹豆腐 350g,絹豆腐,食料品,豆腐類,豆腐,豆腐,"['絹豆腐', '大豆', '国産', 'ヘルシー', '植物性たんぱく質']",東急ストア ネットスーパー,138.0,128.0,本体¥128.0 / 税込¥138.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486269371.jpg,2025-12-27T20:35:35.105161+00:00
Vマーク 国産大豆 絹豆腐 350g,豆腐,食料品,豆腐類,豆腐,豆腐,"['豆腐', '絹豆腐', '国産大豆', 'ヘルシー', '和食']",東急ストア ネットスーパー,138.0,128.0,本体¥128.0 / 税込¥138.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486269371.jpg,2025-12-27T20:35:34.599563+00:00
Vマーク 国産大豆100％使用 絹豆腐 80g×4,絹豆腐,食料品,豆腐類,豆腐,豆腐,"['絹豆腐', '大豆', '国産', '80g×4', '東急ストア']",東急ストア ネットスーパー,160.0,148.0,本体¥148.0 / 税込¥160.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486267049.jpg,2025-12-27T20:35:33.404359+00:00
Vマーク 国産大豆100％使用 絹豆腐 80g×4,豆腐,食料品,豆腐類,豆腐,豆腐,"['絹豆腐', '国産大豆', '80g', '4個パック']",東急ストア ネットスーパー,160.0,148.0,本体¥148.0 / 税込¥160.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486267049.jpg,2025-12-27T20:35:33.106054+00:00
Vマーク 国産大豆の手盛りよせ豆腐 300g,豆腐,食料品,豆腐類,豆腐,豆腐,"['豆腐', '大豆', '国産', '手作り', 'ヘルシー']",東急ストア ネットスーパー,149.0,138.0,本体¥138.0 / 税込¥149.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486269203.jpg,2025-12-27T20:35:30.550564+00:00
Vマーク 国産大豆の手盛りよせ豆腐 300g,豆腐,食料品,豆腐類,豆腐,豆腐,"['豆腐', '国産大豆', '手盛り', 'よせ豆腐']",東急ストア ネットスーパー,149.0,138.0,本体¥138.0 / 税込¥149.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486269203.jpg,2025-12-27T20:35:30.873788+00:00
Vマーク 大豆の甘さ感じる木綿とうふ 130g×3,木綿豆腐,食料品,豆腐類,豆腐,豆腐,"['豆腐', '木綿豆腐', '大豆', 'ヘルシー', '和食']",東急ストア ネットスーパー,106.0,98.0,本体¥98.0 / 税込¥106.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486702502.jpg,2025-12-27T20:35:22.444785+00:00
Vマーク 大豆の甘さ感じる木綿とうふ 130g×3,木綿豆腐,食料品,豆腐類,豆腐,豆腐,"['豆腐', '木綿豆腐', '大豆', 'ヘルシー', '低カロリー']",東急ストア ネットスーパー,106.0,98.0,本体¥98.0 / 税込¥106.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486702502.jpg,2025-12-27T20:35:22.879402+00:00
Vマーク 大豆の甘さ感じる絹とうふ 150g×3,絹ごし豆腐,食料品,豆腐類,豆腐,豆腐,"['絹ごし豆腐', '大豆', 'とうふ', 'ヘルシー', '低カロリー']",東急ストア ネットスーパー,106.0,98.0,本体¥98.0 / 税込¥106.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486702519.jpg,2025-12-27T20:35:31.221647+00:00
Vマーク 木綿とうふ 200g ×2コ,木綿豆腐,食料品,豆腐類,豆腐,豆腐,"['豆腐', '木綿豆腐', '大豆製品', 'ヘルシー']",東急ストア ネットスーパー,117.0,108.0,本体¥108.0 / 税込¥117.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486264116.jpg,2025-12-27T20:35:28.896394+00:00
Vマーク 木綿とうふ 200g ×2コ,木綿豆腐,食料品,豆腐類,豆腐,豆腐,"['豆腐', '木綿豆腐', '大豆製品', 'ヘルシー', '和食']",東急ストア ネットスーパー,117.0,108.0,本体¥108.0 / 税込¥117.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486264116.jpg,2025-12-27T20:35:29.24286+00:00
Vマーク 濃厚玉子どうふ　　80g×2,卵豆腐,食料品,豆腐類,豆腐,豆腐,"['卵豆腐', '惣菜', '和食', 'ヘルシー', '冷蔵']",東急ストア ネットスーパー,192.0,178.0,本体¥178.0 / 税込¥192.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486702731.jpg,2025-12-27T20:35:20.187137+00:00
Vマーク 濃厚玉子どうふ　　80g×2,卵豆腐,食料品,豆腐類,豆腐,豆腐,"['卵豆腐', '惣菜', '和食', 'ヘルシー', '冷蔵']",東急ストア ネットスーパー,192.0,178.0,本体¥178.0 / 税込¥192.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486702731.jpg,2025-12-27T20:35:19.762063+00:00
Vマーク 絹とうふ 200g×2コ,絹とうふ,食料品,豆腐類,豆腐,豆腐,"['絹ごし豆腐', '豆腐', '和食', 'ヘルシー', '大豆製品']",東急ストア ネットスーパー,117.0,108.0,本体¥108.0 / 税込¥117.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486264109.jpg,2025-12-27T20:35:29.728336+00:00
ヤシマ食品 まるで大トロ濃厚とうふ 150g×3,豆腐,食料品,豆腐類,豆腐,豆腐,"['豆腐', '惣菜', 'ヘルシー', '大豆']",東急ストア ネットスーパー,218.0,218.0,本体¥218.0 / 税込¥218.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4903153019010.jpg,2025-12-27T20:36:50.276707+00:00
ヤシマ食品 まるで大トロ濃厚とうふ 150g×3,豆腐,食料品,豆腐類,豆腐,豆腐,"['豆腐', '大豆', 'ヘルシー', '冷蔵', '加工食品']",東急ストア ネットスーパー,218.0,218.0,本体¥218.0 / 税込¥218.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4903153019010.jpg,2025-12-27T20:36:50.574523+00:00
ヤシマ食品 やしまとうふ 木綿 350g,木綿豆腐,食料品,豆腐類,豆腐,豆腐,"['豆腐', '木綿豆腐', '大豆製品', '惣菜', '冷蔵']",東急ストア ネットスーパー,258.0,258.0,本体¥258.0 / 税込¥258.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4903153011021.jpg,2025-12-27T20:36:49.264752+00:00
ヤシマ食品 やしまとうふ 木綿 350g,木綿豆腐,食料品,豆腐類,豆腐,豆腐,"['木綿豆腐', '豆腐', '大豆製品', 'ヤシマ食品']",東急ストア ネットスーパー,258.0,258.0,本体¥258.0 / 税込¥258.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4903153011021.jpg,2025-12-27T20:36:48.946251+00:00
京とうふ藤野 温めて食べる京のおぼろ豆富 300g,豆腐,食料品,豆腐類,豆腐,豆腐,"['京とうふ藤野', 'おぼろ豆富', '温めて食べる', '豆富']",東急ストア ネットスーパー,208.0,208.0,本体¥208.0 / 税込¥208.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4907637004233.jpg,2025-12-27T20:36:51.201758+00:00
京とうふ藤野 温めて食べる京のおぼろ豆富 300g,豆腐,食料品,豆腐類,豆腐,豆腐,"['京とうふ藤野', 'おぼろ豆富', '温めて食べる', '京風']",東急ストア ネットスーパー,208.0,208.0,本体¥208.0 / 税込¥208.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4907637004233.jpg,2025-12-27T20:36:50.852063+00:00
浜食 いろりばた　2個入,惣菜,食料品,豆腐類,豆腐,豆腐,"['惣菜', '浜食', 'いろりばた', 'おかず', '調理済み食品']",東急ストア ネットスーパー,430.0,398.0,本体¥398.0 / 税込¥430.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4976570101118.jpg,2025-12-27T20:36:09.779037+00:00
相模屋 VEGANとうふ麺 ベジとんこつ風 1セット,豆腐,食料品,豆腐類,豆腐,豆腐,"['豆腐', 'ヴィーガン', '麺', 'とんこつ風']",東急ストア ネットスーパー,198.0,198.0,本体¥198.0 / 税込¥198.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4974168301438.jpg,2025-12-27T20:36:51.957175+00:00
相模屋 VEGANとうふ麺 ベジとんこつ風 1セット,豆腐,食料品,豆腐類,豆腐,豆腐,"['豆腐', 'ヴィーガン', '麺', 'とんこつ風', 'ベジ']",東急ストア ネットスーパー,198.0,198.0,本体¥198.0 / 税込¥198.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4974168301438.jpg,2025-12-27T20:36:51.626286+00:00
相模屋 VEGANとうふ麺 胡麻たんたん 1セット,豆腐,食料品,豆腐類,豆腐,豆腐,"['豆腐', 'ヴィーガン', '麺', 'ごま', 'たんたん']",東急ストア ネットスーパー,198.0,198.0,本体¥198.0 / 税込¥198.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4974168301445.jpg,2025-12-27T20:36:52.268371+00:00
相模屋 昆布だし仕立ての湯とうふ 1セット,湯豆腐,食料品,豆腐類,豆腐,豆腐,"['湯豆腐', '昆布だし', '相模屋', '鍋物', '惣菜']",東急ストア ネットスーパー,198.0,198.0,本体¥198.0 / 税込¥198.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4974168108587.jpg,2025-12-27T20:36:53.484459+00:00
相模屋 昆布だし仕立ての湯とうふ 1セット,湯豆腐,食料品,豆腐類,豆腐,豆腐,"['湯豆腐', '昆布だし', '豆腐', '鍋物']",東急ストア ネットスーパー,198.0,198.0,本体¥198.0 / 税込¥198.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4974168108587.jpg,2025-12-27T20:36:53.804609+00:00
相模屋 生湯葉のつくれる豆乳湯とうふ 1セット,豆腐,食料品,豆腐類,豆腐,豆腐,"['湯葉', '豆乳', '湯とうふ', '相模屋']",東急ストア ネットスーパー,198.0,198.0,本体¥198.0 / 税込¥198.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4974168108570.jpg,2025-12-27T20:36:53.155116+00:00
ニッスイ 麻婆豆腐 中辛 195g,麻婆豆腐,食料品,豆腐類,麻婆豆腐,惣菜・中華惣菜,"['麻婆豆腐', '中華', '豆腐', '中辛', 'ニッスイ']",東急ストア ネットスーパー,178.0,178.0,本体¥178.0 / 税込¥178.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4902150131251.jpg,2025-12-27T20:36:58.770834+00:00
ニッスイ 麻婆豆腐 中辛 195g,麻婆豆腐,食料品,豆腐類,麻婆豆腐,惣菜・調理済み食品,"['麻婆豆腐', '中華', '豆腐', '惣菜', '中辛']",東急ストア ネットスーパー,178.0,178.0,本体¥178.0 / 税込¥178.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4902150131251.jpg,2025-12-27T20:36:59.094104+00:00
カネカ サラダ仕立て大豆もやし 200g,大豆もやし,食料品,野菜,もやし,もやし,"['大豆もやし', '野菜', 'サラダ', 'もやし']",東急ストア ネットスーパー,171.0,158.0,本体¥158.0 / 税込¥171.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4901327840743.jpg,2025-12-27T20:39:21.160077+00:00
Vマーク 若もぎ小茄子 75g,ナス,食料品,野菜,ナス,ナス,"['ナス', '野菜', '漬物', '惣菜', '小茄子']",東急ストア ネットスーパー,343.0,318.0,本体¥318.0 / 税込¥343.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486706364.jpg,2025-12-27T20:37:28.075058+00:00
Vマーク 若もぎ小茄子 75g,なす,食料品,野菜・きのこ,なす,なす,"['なす', '野菜', '漬物', '惣菜', '小茄子']",東急ストア ネットスーパー,343.0,318.0,本体¥318.0 / 税込¥343.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486706364.jpg,2025-12-27T20:37:27.717599+00:00
カネカ サラダ仕立て大豆もやし 200g,大豆もやし,食料品,野菜・きのこ,もやし,もやし,"['大豆もやし', '野菜', 'もやし', 'サラダ', 'カネカ']",東急ストア ネットスーパー,171.0,158.0,本体¥158.0 / 税込¥171.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4901327840743.jpg,2025-12-27T20:39:20.767953+00:00
丸善 鶏鍋おでん 1000g,おでん,食料品,鍋物,おでん,おでん,"['おでん', '鍋', '鶏肉', '惣菜', 'レトルト']",東急ストア ネットスーパー,988.0,988.0,本体¥988.0 / 税込¥988.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4902782003803.jpg,2025-12-27T20:36:42.943681+00:00
Vマーク ロースハム 50g,ロースハム,食料品,食品,ハンバーグ,加工肉・ソーセージ,"['ロースハム', 'ハム', '加工肉', '冷蔵品']",東急ストア ネットスーパー,198.0,198.0,本体¥198.0 / 税込¥198.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486700546.jpg,2025-12-27T19:27:31.512118+00:00
Vマーク ハーフベーコン 42g,ベーコン,食料品,食品,ベーコン,加工肉,"['ベーコン', 'ハーフベーコン', '加工肉', '冷蔵品']",東急ストア ネットスーパー,225.0,208.0,本体¥208.0 / 税込¥225.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486705541.jpg,2025-12-27T19:29:36.686223+00:00
Vマーク ハーフベーコン 　4連,ベーコン,食料品,食品,ベーコン,加工肉・ハム・ソーセージ,"['ハーフベーコン', 'Vマーク', '東急ストア', '豚肉', '加工品']",東急ストア ネットスーパー,322.0,298.0,本体¥298.0 / 税込¥322.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486707200.jpg,2025-12-27T19:28:31.061042+00:00
Vマーク ハーフベーコン 　4連,ベーコン,食料品,食品,ベーコン,加工肉,"['ベーコン', 'ハーフベーコン', '冷蔵', '豚肉']",東急ストア ネットスーパー,322.0,298.0,本体¥298.0 / 税込¥322.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486707200.jpg,2025-12-27T19:28:30.720032+00:00
Vマーク ベーコンブロック 125g,ベーコン,食料品,食品,ベーコン,加工肉,"['ベーコン', 'ブロック', '豚肉', '加工肉', '惣菜']",東急ストア ネットスーパー,365.0,338.0,本体¥338.0 / 税込¥365.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486364212.jpg,2025-12-27T19:27:43.816822+00:00
Vマーク 厚切りベーコン 48g,ベーコン,食料品,食品,ベーコン,加工肉,"['ベーコン', '厚切り', '加工肉', '豚肉']",東急ストア ネットスーパー,225.0,208.0,本体¥208.0 / 税込¥225.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486705534.jpg,2025-12-27T19:29:16.061229+00:00
伊藤ハム つるし燻しベーコン 220g,ベーコン,食料品,食品,ベーコン,加工肉,"['伊藤ハム', 'つるし燻し', 'ベーコン', '220g']",東急ストア ネットスーパー,598.0,598.0,本体¥598.0 / 税込¥598.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4901231126674.jpg,2025-12-27T19:28:49.358426+00:00
伊藤ハム ベーコンスライス 170g,ベーコン,食料品,食品,ベーコン,加工肉・ハム・ソーセージ,"['伊藤ハム', 'ベーコン', 'スライス', '豚肉', '朝食']",東急ストア ネットスーパー,358.0,358.0,本体¥358.0 / 税込¥358.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4901231141059.jpg,2025-12-27T19:29:31.038112+00:00
伊藤ハム 燻製ベーコンブロック 170g,ベーコン,食料品,食品,ベーコン,加工肉,"['ベーコン', 'ブロック', '燻製', '伊藤ハム']",東急ストア ネットスーパー,388.0,388.0,本体¥388.0 / 税込¥388.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4901231124403.jpg,2025-12-27T19:28:50.720769+00:00
伊藤ハム 燻製ベーコンブロック 170g,ベーコン,食料品,食品,ベーコン,加工肉,"['ベーコン', 'ブロック', '燻製', '伊藤ハム']",東急ストア ネットスーパー,388.0,388.0,本体¥388.0 / 税込¥388.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4901231124403.jpg,2025-12-27T19:28:50.405695+00:00
クリエイト マヌカハニーGreekYOGURT 90g,ヨーグルト,食料品,食品,ヨーグルト,乳製品,"['マヌカハニー', 'ギリシャヨーグルト', 'ヨーグルト', 'デザート', '健康']",東急ストア ネットスーパー,198.0,198.0,本体¥198.0 / 税込¥198.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4901592932150.jpg,2025-12-27T19:28:26.280216+00:00
北海道乳業 Luxe(リュクス) 400g,ヨーグルト,食料品,食品,ヨーグルト,乳製品,"['ヨーグルト', '北海道乳業', 'リュクス', 'デザート', '乳製品']",東急ストア ネットスーパー,718.0,718.0,本体¥718.0 / 税込¥718.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4976750572417.jpg,2025-12-27T19:30:43.07449+00:00
北海道乳業 Luxe(リュクス) 400g,ヨーグルト,食料品,食品,ヨーグルト,乳製品,"['ヨーグルト', '北海道乳業', 'リュクス', 'Luxe', '400g']",東急ストア ネットスーパー,718.0,718.0,本体¥718.0 / 税込¥718.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4976750572417.jpg,2025-12-27T19:30:43.485801+00:00
日本ルナ スキル 華やかバニラ 80g,ヨーグルト,食料品,食品,ヨーグルト,乳製品,"['ヨーグルト', 'バニラ', 'デザート', '乳製品']",東急ストア ネットスーパー,158.0,158.0,本体¥158.0 / 税込¥158.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4971777298500.jpg,2025-12-27T19:29:28.051709+00:00
